Talasna duzina_Tirkizna [nm]	 Intenzitet svetlosti_Tirkizna [cd]
976.425	15.88000011
976.967	19.26000023
977.509	8.319999695
978.051	12.85999966
978.593	12.06000042
979.135	23.05999947
979.677	4.699999809
980.218	15.30000019
980.760	2.24000001
981.302	10.38000011
981.843	7.880000114
982.385	4.739999771
982.926	3.059999943
983.467	7.21999979
984.009	7.5
984.550	5.139999866
985.091	9.600000381
985.632	8.100000381
986.173	11.18000031
986.714	10.56000042
987.255	-4.28000021
987.796	13.27999973
988.337	3.640000105
988.878	9.140000343
989.419	1.120000005
989.959	8.340000153
990.500	6.579999924
991.040	16.45999908
991.581	2.900000095
992.121	12.43999958
992.662	-0.280000001
993.202	6.28000021
993.742	10.80000019
994.282	2.140000105
994.823	-3.779999971
995.363	9.420000076
995.903	-7.699999809
996.443	3.559999943
996.983	-2.440000057
997.522	2.720000029
998.062	-12.57999992
998.602	12.56000042
999.142	2.279999971
999.681	6.78000021
1000.221	4.940000057
1000.760	7.78000021
1001.300	-2.74000001
1001.839	4.579999924
1002.379	3.859999895
1002.918	9.979999542
1003.457	9.779999733
1003.996	6.860000134
1004.535	-0.800000012
1005.074	11.06000042
1005.613	5.059999943
1006.152	10.73999977
1006.691	11.88000011
1007.230	-10.26000023
1007.769	7.860000134
1008.307	6.380000114
1008.846	2.880000114
1009.384	3.339999914
1009.923	1.24000001
1010.461	-0.75999999
1011.000	14.02000046
1011.538	9.319999695
1012.076	5.519999981
1012.615	9.619999886
1013.153	3.5
1013.691	3.119999886
1014.229	3.140000105
1014.767	9.479999542
1015.305	-5.460000038
1015.843	10.84000015
1016.380	2.920000076
1016.918	11.03999996
1017.456	0.899999976
1017.993	15.42000008
1018.531	-0.439999998
1019.069	4.599999905
1019.606	1.100000024
1020.143	17.21999931
1020.681	6.159999847
1021.218	9.880000114
1021.755	-5.840000153
1022.292	10.35999966
1022.829	6.539999962
1023.366	6.079999924
1023.903	2.74000001
1024.440	7.760000229
1024.977	6.400000095
1025.514	4.440000057
1026.051	4.139999866
1026.587	8.899999619
1027.124	-2.599999905
1027.661	10.97999954
1028.197	7.820000172
1028.733	14.5
1029.270	12.80000019
1029.806	9.340000153
1030.342	-1.100000024
1030.879	9.659999847
1031.415	7.739999771
1031.951	14.06000042
1032.487	-1.019999981
1033.023	6.139999866
1033.559	2.039999962
1034.094	3.839999914
1034.630	2.119999886
1035.166	11.35999966
1035.702	14.35999966
1036.237	16.13999939
1036.773	20.29999924
1037.308	8.100000381
1037.844	20.36000061
1038.379	22.13999939
1038.914	7.179999828
1039.449	-0.560000002
1039.985	8.020000458
1040.520	22.73999977
1041.055	11.52000046
1041.590	21.12000084
1042.125	21.21999931
1042.660	11.06000042
1043.194	28.05999947
1043.729	32.84000015
1044.264	14.69999981
1044.798	24.39999962
1045.333	21.87999916
1045.868	29.94000053
1046.402	25.12000084
1046.936	24.47999954
1047.471	29.81999969
1048.005	22.18000031
1048.539	19.63999939
1049.073	25.37999916
1049.607	29.36000061
1050.141	30.28000069
1050.675	16.45999908
1051.209	38.84000015
1051.743	27.54000092
1052.277	11.47999954
1052.811	30.10000038
1053.344	26.10000038
1053.878	39.5
1054.411	30.42000008
1054.945	26.23999977
1055.478	23.89999962
1056.012	27.86000061
1056.545	34.5
1057.078	17.34000015
1057.611	31.04000092
1058.145	39.06000137
1058.678	40.84000015
1059.211	26.13999939
1059.744	35.13999939
1060.276	35.06000137
1060.809	31.60000038
1061.342	25.20000076
1061.875	39.95999908
1062.407	24.34000015
1062.940	26.95999908
1063.472	26.12000084
1064.005	28.26000023
1064.537	32.20000076
1065.069	34.24000168
1065.602	30.15999985
1066.134	39.52000046
1066.666	29.04000092
1067.198	37.27999878
1067.730	38.74000168
1068.262	33.09999847
1068.794	45.70000076
1069.326	24.78000069
1069.857	32.02000046
1070.389	36.13999939
1070.921	32.20000076
1071.452	49.56000137
1071.984	35.40000153
1072.515	33.25999832
1073.047	36.56000137
1073.578	42.02000046
1074.109	45.15999985
1074.641	32.95999908
1075.172	46.74000168
1075.703	50.63999939
1076.234	31.73999977
1076.765	45.95999908
1077.296	40.36000061
1077.826	42.63999939
1078.357	47.02000046
1078.888	43.75999832
1079.419	37.27999878
1079.949	40.06000137
1080.480	39.08000183
1081.010	38.47999954
1081.541	37.65999985
1082.071	53.84000015
1082.601	35.43999863
1083.131	51.02000046
1083.661	47.24000168
1084.192	38.25999832
1084.722	48.65999985
1085.252	41.74000168
1085.781	47.56000137
1086.311	47.72000122
1086.841	42.41999817
1087.371	56.88000107
1087.901	41.11999893
1088.430	46.06000137
1088.960	43.58000183
1089.489	34.93999863
1090.019	39.59999847
1090.548	43.31999969
1091.077	33.25999832
1091.606	44.27999878
1092.135	38.13999939
1092.665	51.24000168
1093.194	40.65999985
1093.723	42.15999985
1094.251	38.90000153
1094.780	33.56000137
1095.309	33.38000107
1095.838	46.5
1096.366	31.97999954
1096.895	45.5
1097.424	28.44000053
1097.952	38.65999985
1098.480	27.26000023
1099.009	39.08000183
1099.537	35.29999924
1100.065	27.55999947
