Talasna duzina_Plava [nm]	 Intenzitet svetlosti_Plava [cd]
955.241	-17.18000031
955.785	-17.28000069
956.329	-13.97999954
956.873	-17.45999908
957.417	-18.63999939
957.961	-20.52000046
958.505	-35.18000031
959.049	-14.02000046
959.593	-8.06000042
960.137	-16.05999947
960.681	-13.89999962
961.224	-11.88000011
961.768	-19.21999931
962.312	-15.89999962
962.855	-18.81999969
963.399	-20.36000061
963.942	-20.26000023
964.486	-16.57999992
965.029	-24.87999916
965.572	-18.94000053
966.115	-22.94000053
966.658	-19.79999924
967.202	-20.18000031
967.745	-10.60000038
968.288	-12.96000004
968.830	-18.44000053
969.373	-15.02000046
969.916	-19.37999916
970.459	-24.81999969
971.002	-13.06000042
971.544	-19.63999939
972.087	-19.79999924
972.629	-9.220000267
973.172	-14.89999962
973.714	-13.89999962
974.256	-15.68000031
974.799	-25.63999939
975.341	-19.65999985
975.883	-25.5
976.425	-11.80000019
976.967	-20.73999977
977.509	-14.39999962
978.051	-20.78000069
978.593	-7.079999924
979.135	-20.97999954
979.677	-16.13999939
980.218	-21.37999916
980.760	-14.10000038
981.302	-15.31999969
981.843	-26.13999939
982.385	-23.92000008
982.926	-12.80000019
983.467	-20.28000069
984.009	-7.460000038
984.550	-30.94000053
985.091	-23.86000061
985.632	-10.96000004
986.173	-16.89999962
986.714	-25.47999954
987.255	-15.76000023
987.796	-0.879999995
988.337	-15.39999962
988.878	-14.38000011
989.419	-12.81999969
989.959	-21.44000053
990.500	-16.54000092
991.040	-22.84000015
991.581	-13.68000031
992.121	-17.07999992
992.662	-15.64000034
993.202	-17.47999954
993.742	-20.44000053
994.282	-21.28000069
994.823	-11.03999996
995.363	-9.680000305
995.903	-17.02000046
996.443	-16.92000008
996.983	-20.89999962
997.522	-0.639999986
998.062	-6.079999924
998.602	-8.760000229
999.142	-12.80000019
999.681	-19.79999924
1000.221	-16.95999908
1000.760	-10.03999996
1001.300	-15.5
1001.839	-21.05999947
1002.379	-11.47999954
1002.918	-11.88000011
1003.457	-15.64000034
1003.996	-18.23999977
1004.535	-13.56000042
1005.074	-28.73999977
1005.613	-22.31999969
1006.152	-15.22000027
1006.691	-20.63999939
1007.230	-9.340000153
1007.769	-16.10000038
1008.307	-17.57999992
1008.846	-11.85999966
1009.384	-15.43999958
1009.923	-8.840000153
1010.461	-5.400000095
1011.000	-12.88000011
1011.538	-8.380000114
1012.076	-9.319999695
1012.615	-13.53999996
1013.153	-16.97999954
1013.691	-3.880000114
1014.229	-15.84000015
1014.767	-12.68000031
1015.305	-17.10000038
1015.843	-5.019999981
1016.380	-18.92000008
1016.918	-12.64000034
1017.456	-17.12000084
1017.993	-16.15999985
1018.531	-10.61999989
1019.069	-14.76000023
1019.606	-3.480000019
1020.143	-3.440000057
1020.681	-6.239999771
1021.218	-15.11999989
1021.755	-2.539999962
1022.292	-7.079999924
1022.829	-5.920000076
1023.366	-8.880000114
1023.903	-13.84000015
1024.440	-3.75999999
1024.977	-11.88000011
1025.514	-11.14000034
1026.051	-5.300000191
1026.587	-3.599999905
1027.124	-0.02
1027.661	-5
1028.197	1.159999967
1028.733	-9.43999958
1029.270	-5.21999979
1029.806	2.099999905
1030.342	1.139999986
1030.879	-1.379999995
1031.415	-0.200000003
1031.951	0.519999981
1032.487	3.519999981
1033.023	11.57999992
1033.559	-1.379999995
1034.094	-6.019999981
1034.630	-2
1035.166	-7.28000021
1035.702	4.440000057
1036.237	6.539999962
1036.773	13.56000042
1037.308	5.960000038
1037.844	14.14000034
1038.379	11.57999992
1038.914	19.68000031
1039.449	1.120000005
1039.985	11.92000008
1040.520	12
1041.055	8.659999847
1041.590	6
1042.125	14.18000031
1042.660	21.37999916
1043.194	11.42000008
1043.729	12.96000004
1044.264	25.45999908
1044.798	25.39999962
1045.333	15.10000038
1045.868	19.31999969
1046.402	16.94000053
1046.936	21.47999954
1047.471	22.37999916
1048.005	14.27999973
1048.539	16
1049.073	26.70000076
1049.607	16.28000069
1050.141	34.63999939
1050.675	16.47999954
1051.209	23.55999947
1051.743	17.65999985
1052.277	14.93999958
1052.811	27.05999947
1053.344	12.85999966
1053.878	29.21999931
1054.411	23.34000015
1054.945	24.89999962
1055.478	14.23999977
1056.012	23.84000015
1056.545	25.07999992
1057.078	24.97999954
1057.611	28.12000084
1058.145	19.05999947
1058.678	24.60000038
1059.211	11.73999977
1059.744	30.92000008
1060.276	22.84000015
1060.809	17.45999908
1061.342	18.07999992
1061.875	17.05999947
1062.407	23.02000046
1062.940	16.02000046
1063.472	10.22000027
1064.005	20.87999916
1064.537	22.05999947
1065.069	12.97999954
1065.602	8.800000191
1066.134	19.57999992
1066.666	26.23999977
1067.198	3.039999962
1067.730	12.61999989
1068.262	14.92000008
1068.794	7.300000191
1069.326	3.619999886
1069.857	16.37999916
1070.389	8.600000381
1070.921	10.65999985
1071.452	11.80000019
1071.984	8.479999542
1072.515	11.57999992
1073.047	17.71999931
1073.578	8.199999809
1074.109	3.119999886
1074.641	6
1075.172	6.360000134
1075.703	1.080000043
1076.234	19.52000046
1076.765	-5.739999771
1077.296	2.720000029
1077.826	1.5
1078.357	5.900000095
1078.888	13.34000015
1079.419	2.319999933
1079.949	3.380000114
1080.480	-1.700000048
1081.010	1.379999995
1081.541	-8.739999771
1082.071	0.879999995
1082.601	11.76000023
1083.131	-0.239999995
1083.661	4.039999962
1084.192	3.099999905
1084.722	-2.200000048
1085.252	1.980000019
1085.781	1.940000057
1086.311	-0.300000012
1086.841	7.199999809
1087.371	-4.300000191
1087.901	1.360000014
1088.430	-6.119999886
1088.960	5.440000057
1089.489	-2.24000001
1090.019	0.360000014
1090.548	-4.519999981
1091.077	-8.260000229
1091.606	-1.5
1092.135	4.599999905
1092.665	-17.28000069
1093.194	0.519999981
1093.723	-4.639999866
1094.251	-8.739999771
1094.780	-5.28000021
1095.309	-8.43999958
1095.838	-5.840000153
1096.366	0.119999997
1096.895	0.200000003
1097.424	-11.47999954
1097.952	-10.88000011
1098.480	3.859999895
1099.009	-9.779999733
1099.537	-3.019999981
1100.065	-5.619999886
