Talasna duzina_Ljubicasta [nm]	 Intenzitet svetlosti_Ljubicasta [cd]
962.312	-17.07999992
962.855	-19.42000008
963.399	-23.76000023
963.942	-13.19999981
964.486	-20.45999908
965.029	-21.73999977
965.572	-19.45999908
966.115	-19.78000069
966.658	-21.44000053
967.202	-19.89999962
967.745	-14.27999973
968.288	-23.39999962
968.830	-20.86000061
969.373	-31.57999992
969.916	-21.42000008
970.459	-28.78000069
971.002	-27.68000031
971.544	-27.60000038
972.087	-20.68000031
972.629	-34
973.172	-21.04000092
973.714	-29.55999947
974.256	-16.94000053
974.799	-24.34000015
975.341	-21.78000069
975.883	-22.02000046
976.425	-22.78000069
976.967	-29.47999954
977.509	-23.39999962
978.051	-25.13999939
978.593	-18.95999908
979.135	-24.86000061
979.677	-18
980.218	-31.89999962
980.760	-22.13999939
981.302	-31.31999969
981.843	-27.15999985
982.385	-24.02000046
982.926	-28.84000015
983.467	-27.63999939
984.009	-18.76000023
984.550	-23.05999947
985.091	-28.05999947
985.632	-37.90000153
986.173	-26.36000061
986.714	-20.28000069
987.255	-24.63999939
987.796	-24.13999939
988.337	-27.45999908
988.878	-21.31999969
989.419	-27.04000092
989.959	-26.42000008
990.500	-30.42000008
991.040	-35.11999893
991.581	-23.84000015
992.121	-31.20000076
992.662	-22.26000023
993.202	-23.37999916
993.742	-25.28000069
994.282	-34.25999832
994.823	-20.81999969
995.363	-21.78000069
995.903	-25.28000069
996.443	-18
996.983	-8.840000153
997.522	-22.60000038
998.062	-17.12000084
998.602	-26.07999992
999.142	-10.39999962
999.681	-29.71999931
1000.221	-31.92000008
1000.760	-22.26000023
1001.300	-22.87999916
1001.839	-30.86000061
1002.379	-25.04000092
1002.918	-21.21999931
1003.457	-36.91999817
1003.996	-36.27999878
1004.535	-17.31999969
1005.074	-16.36000061
1005.613	-25.10000038
1006.152	-21.54000092
1006.691	-22.94000053
1007.230	-36.47999954
1007.769	-14.31999969
1008.307	-28.84000015
1008.846	-30.20000076
1009.384	-18.65999985
1009.923	-32.93999863
1010.461	-26.54000092
1011.000	-14.26000023
1011.538	-19.78000069
1012.076	-20.13999939
1012.615	-21.60000038
1013.153	-20.5
1013.691	-21.39999962
1014.229	-15.84000015
1014.767	-22.52000046
1015.305	-25.15999985
1015.843	-23.78000069
1016.380	-21.36000061
1016.918	-19.42000008
1017.456	-20.23999977
1017.993	-25.20000076
1018.531	-9.760000229
1019.069	-26.84000015
1019.606	-17.55999947
1020.143	-18.76000023
1020.681	-17.70000076
1021.218	-24.44000053
1021.755	-17.76000023
1022.292	-22.52000046
1022.829	-13.73999977
1023.366	-27.29999924
1023.903	-12.46000004
1024.440	-24.47999954
1024.977	-7.179999828
1025.514	-19.71999931
1026.051	-14.10000038
1026.587	-23.44000053
1027.124	-24.86000061
1027.661	-16.79999924
1028.197	-25.54000092
1028.733	-18.04000092
1029.270	-7.480000019
1029.806	-24.89999962
1030.342	-17.12000084
1030.879	-19.89999962
1031.415	-17.29999924
1031.951	-17.89999962
1032.487	-4.559999943
1033.023	-17.37999916
1033.559	-6.860000134
1034.094	-15.27999973
1034.630	-24.39999962
1035.166	-17.28000069
1035.702	-12.03999996
1036.237	-29.36000061
1036.773	-6.659999847
1037.308	-13.11999989
1037.844	-10.15999985
1038.379	-11.43999958
1038.914	-14
1039.449	-17.36000061
1039.985	-7.599999905
1040.520	-17
1041.055	-13.85999966
1041.590	-10.65999985
1042.125	-9.300000191
1042.660	-9.199999809
1043.194	-15.22000027
1043.729	-7.440000057
1044.264	-8.359999657
1044.798	-10.81999969
1045.333	-9.539999962
1045.868	-4.860000134
1046.402	-1.399999976
1046.936	-2.880000114
1047.471	4.21999979
1048.005	-9.06000042
1048.539	-12.39999962
1049.073	-11.85999966
1049.607	6.21999979
1050.141	-9.760000229
1050.675	-6.139999866
1051.209	-4.260000229
1051.743	-4.420000076
1052.277	-18.54000092
1052.811	-11.07999992
1053.344	-5.880000114
1053.878	0.879999995
1054.411	-9.279999733
1054.945	0.059999999
1055.478	-3.559999943
1056.012	-9.140000343
1056.545	-7.659999847
1057.078	-1.080000043
1057.611	-1
1058.145	-2.359999895
1058.678	-3.640000105
1059.211	2.380000114
1059.744	-2.599999905
1060.276	-0.100000001
1060.809	-11.34000015
1061.342	-22.5
1061.875	-6.300000191
1062.407	-7.980000019
1062.940	-3.019999981
1063.472	-1.519999981
1064.005	-5.619999886
1064.537	-12.84000015
1065.069	-8.720000267
1065.602	-1.960000038
1066.134	-13.57999992
1066.666	-10.56000042
1067.198	-14.57999992
1067.730	-15.56000042
1068.262	-11.02000046
1068.794	7.539999962
1069.326	-7.599999905
1069.857	-15.03999996
1070.389	-11.61999989
1070.921	-10.03999996
1071.452	-9.899999619
1071.984	-5.800000191
1072.515	-8.140000343
1073.047	-14.43999958
1073.578	-17.29999924
1074.109	-22.94000053
1074.641	-13.14000034
1075.172	4.840000153
1075.703	-12.73999977
1076.234	-6.360000134
1076.765	-20.42000008
1077.296	-9.760000229
1077.826	-10.84000015
1078.357	-8.859999657
1078.888	-17.55999947
1079.419	-13.84000015
1079.949	-23.95999908
1080.480	-8.779999733
1081.010	-17.73999977
1081.541	-14.80000019
1082.071	-25.54000092
1082.601	-17.05999947
1083.131	-16.95999908
1083.661	-0.079999998
1084.192	-17.23999977
1084.722	-11.23999977
1085.252	-16.84000015
1085.781	-10.14000034
1086.311	-13.80000019
1086.841	0.75999999
1087.371	-19.18000031
1087.901	-3.680000067
1088.430	-25.23999977
1088.960	-8.43999958
1089.489	-14.42000008
1090.019	-19.57999992
1090.548	-13.61999989
1091.077	-14.73999977
1091.606	-20.23999977
1092.135	-10.64000034
1092.665	-12.68000031
1093.194	-14.53999996
1093.723	-19.5
1094.251	-19.62000084
1094.780	-20.86000061
1095.309	-14.31999969
1095.838	-26.44000053
1096.366	-18.5
1096.895	-16.54000092
1097.424	-19.92000008
1097.952	-19.65999985
1098.480	-8.300000191
1099.009	-11.97999954
1099.537	-21.73999977
1100.065	-18.02000046
